site	translation_id	copyright_status	copyright
bibles.org	01b29f4b342acc35-01	open_license	The Literal Standard Version of The Holy Bible is a registered copyright of Covenant Press and the Covenant Christian Coalition (© 2020), but has been subsequently released under the Creative Commons Attribution-ShareAlike license (CC BY-SA) per our desire to provide God’s word freely. Covenant Press requests that the text remain unaltered in the English language and that translations based on the LSV maintain the same spirit of faithfulness to the original Hebrew, Aramaic, and Greek text. Attribution of minor citations for personal or non-commercial use can be provided as simply “LSV” or “Literal Standard Version.” Citations for commercial use, or distribution of the entire LSV Bible or entire book(s) of the LSV Bible, must be fully attributed and include both “Literal Standard Version (LSV)” and the name of our organization. Covenant Press is soliciting partnerships with Bible publishers that are interested in the LSV project. For queries about partnering with us, please email the translation team at covenantpress@ccc.one. To learn more, visit lsvbible.com. The purpose behind the LSV is to provide readers with a modern, easy-to-read, literal, and accurate translation of the Bible that is free to read, distribute, and translate from. We pray that God will use the LSV to illuminate the hearts and minds of multitudes with the good news that His Son Jesus Christ came in the flesh, died for our sins as a substitutionary sacrifice, rose bodily from the dead, and is coming back again.
bibles.org	99e22db6104f0498-01	public_domain	Published in Cologne, Germany in 1525. This edition in original spelling for the Tyndale Society 2024.
bibles.org	5b888a42e2d9a89d-01	copyrighted	Holy Bible, New International Reader’s Version®, NIrV® Copyright © 1995, 1996, 1998, 2014 by Biblica, Inc.® Used by permission. All rights reserved worldwide.
bibles.org	3e2eb613d45e131e-01	copyrighted	The Holy Bible, New International Version® (Anglicised), NIV® Copyright © 1979, 1984, 2011 by Biblica, Inc.® Used by permission of Biblica, Inc.® All rights reserved worldwide.
bibles.org	78a9f6124f344018-01	copyrighted	The Holy Bible, New International Version® NIV® Copyright © 1973, 1978, 1984, 2011 by Biblica, Inc.® Used by Permission of Biblica, Inc.® All rights reserved worldwide.
bibles.org	d6e14a625393b4da-01	copyrighted	Holy Bible, New Living Translation, copyright © 1996, 2004, 2015 by Tyndale House Foundation. All rights reserved. Used by permission of Tyndale House Publishers, Carol Stream, Illinois 60188. All rights reserved.
bibles.org	1fd99b0d5841e19b-01	copyrighted	New Revised Standard Version of the Bible, copyright © 1989 Division of Christian Education of the National Council of the Churches of Christ in the USA. Used by permission. All rights reserved.
bibles.org	1fd99b0d5841e19b-02	copyrighted	New Revised Standard Version of the Bible, copyright © 1989 Division of Christian Education of the National Council of the Churches of Christ in the USA. Used by permission. All rights reserved.
bibles.org	4eede3e748e0a2c3-03	copyrighted	© Division of Christian Education of the National Council of Churches of Christ in the United States of America, 1989
bibles.org	4eede3e748e0a2c3-02	copyrighted	© Division of Christian Education of the National Council of Churches of Christ in the United States of America, 1989
bibles.org	1fd99b0d5841e19b-03	copyrighted	New Revised Standard Version of the Bible, copyright © 1989 Division of Christian Education of the National Council of the Churches of Christ in the USA. Used by permission. All rights reserved.
bibles.org	4eede3e748e0a2c3-01	copyrighted	© Division of Christian Education of the National Council of Churches of Christ in the United States of America, 1989
bibles.org	4b64f7d0cdec0e42-01	copyrighted	Division of Christian Education of the National Council of the Churches of Christ in the United States of America
bibles.org	4b64f7d0cdec0e42-02	copyrighted	Division of Christian Education of the National Council of the Churches of Christ in the United States of America
bibles.org	4b64f7d0cdec0e42-03	copyrighted	Division of Christian Education of the National Council of the Churches of Christ in the United States of America
bibles.org	0a8314e257586058-01	copyrighted	© National Council of the Churches of Christ in the USA 1977 © Anglicisations British and Foreign Bible Society
bibles.org	40072c4a5aba4022-01	public_domain	Public Domain
bibles.org	9bb76cd3e5a7f9b4-01	public_domain	British and Foreign Bible Society 1895. 2017
bibles.org	f6149f4ea43c36ed-01	public_domain	First published by the Church of Scotland in 1781.
bibles.org	2f0fd81d7b85b923-01	open_license	Copyright © 2016 Wilbur N. Pickering This work is made available under a Creative Commons Attribution-ShareAlike 3.0 Unported License.
bibles.org	a9fc3d9729b6a6a0-01	copyrighted	The Tyndale Society
bibles.org	06125adad2d5898a-01	public_domain	PUBLIC DOMAIN
bibles.org	92df985750968ce9-01	public_domain	First published for William Tyndale in Worms, Germany in 1526. Digital edition creatd by The Tyndale Society in 2024.
bibles.org	9c907df84d849b86-01	public_domain	Imprinted at Antwerp by Marten Emperowr. Anno. M.D.xxxiiij. This original spelling edition is by the Tyndale Society 2024.
bibles.org	c89622d31b60c444-02	open_license	THE ORTHODOX JEWISH BIBLE FOURTH EDITION © Artists For Israel Intl Inc., 2002-2011, 2021.
bibles.org	32339cf2f720ff8e-01	open_license	"Copyright © 2022 Robert Adam Boyd The Text-Critical English New Testament and the Byzantine Text Version are made available to you under the terms of the Creative Commons Attribution license 4.0. You are free to: Share — copy and redistribute the material in any medium or format Adapt — remix, transform, and build upon the material for any purpose, even commercially, Under the following terms: Attribution — You must give appropriate credit, provide a link to the license, and indicate if changes were made. You may do so in any reasonable manner, but not in any way that suggests the licensor endorses you or your use. No additional restrictions — You may not apply legal terms or technological measures that legally restrict others from doing anything the license permits. ""The Text-Critical English New Testament"" and ""Byzantine Text Version"" are trademarks of Robert Adam Boyd. If you adapt, remix, transform, or in any other way change the translation or footnotes, you may not call it ""The Text-Critical English New Testament"" or ""Byzantine Text Version""."
bibles.org	b5674f77348ad856-01	copyrighted	© British and Foreign Bible Society 1973
bibles.org	4524cdb7a7098420-01	public_domain	This digitised version of St Paul from the Trenches 1916 © British and Foreign Bible Society 2014
bibles.org	66c22495370cdfc0-01	open_license	Copyright © 2008-2017 Ellis W. Deibler. Released under the Creative Commons Attribution Share-Alike license 4.0.
bibles.org	0bc8836afa7427fa-01	open_license	
bibles.org	fad27c00e7c042a2-01	copyrighted	Copyright © 2012, 2018 Paul Langham The right of Paul Langham to be identified as the author of this Work has been asserted by him in accordance with the Copyright, Designs and Patents Act 1988. Copyright © 2018 The British and Foreign Bible Society
bibles.org	9879dbb7cfe39e4d-01	public_domain	"
          PUBLIC DOMAIN
        "
bibles.org	9879dbb7cfe39e4d-02	public_domain	"
          PUBLIC DOMAIN
        "
bibles.org	9879dbb7cfe39e4d-03	public_domain	"
          PUBLIC DOMAIN
        "
bibles.org	9879dbb7cfe39e4d-04	public_domain	"
          PUBLIC DOMAIN
        "
bibles.org	7142879509583d59-01	public_domain	"PUBLIC DOMAIN. ""World English Bible"" is trademark of eBible.org."
bibles.org	7142879509583d59-02	public_domain	"PUBLIC DOMAIN. ""World English Bible"" is trademark of eBible.org."
bibles.org	7142879509583d59-03	public_domain	"PUBLIC DOMAIN. ""World English Bible"" is trademark of eBible.org."
bibles.org	7142879509583d59-04	public_domain	"PUBLIC DOMAIN. ""World English Bible"" is trademark of eBible.org."
bibles.org	72f4e6dc683324df-01	public_domain	"No copyright, but ""World English Bible"" is a Trademark of eBible.org that can only be used with faithful copies of the World English Bible as published on eBible.org."
bibles.org	72f4e6dc683324df-02	public_domain	"No copyright, but ""World English Bible"" is a Trademark of eBible.org that can only be used with faithful copies of the World English Bible as published on eBible.org."
bibles.org	72f4e6dc683324df-03	public_domain	"No copyright, but ""World English Bible"" is a Trademark of eBible.org that can only be used with faithful copies of the World English Bible as published on eBible.org."
bibles.org	32664dc3288a28df-01	public_domain	PUBLIC DOMAIN (not copyrighted)
bibles.org	32664dc3288a28df-02	public_domain	PUBLIC DOMAIN (not copyrighted)
bibles.org	32664dc3288a28df-03	public_domain	PUBLIC DOMAIN (not copyrighted)
bibles.org	f72b840c855f362c-04	public_domain	PUBLIC DOMAIN
bibles.org	04da588535d2f823-04	public_domain	"PUBLIC DOMAIN. ""World Messianic Bible"" is a trademark."
bibles.org	7a29e1242c9ee60d-01	public_domain	maintained by the British and Foreign Bible Society
bibles.org	a93a92589195411f-01	public_domain	Texte libre de droits
bibles.org	c329f9f1debe32db-01	public_domain	historical text maintained by the Birtish and Foreign Bible Society
bibles.org	64138c65b3e295c2-01	public_domain	British and Foreign Bible Society 1864
bibles.org	6f26e199139ea7f1-01	copyrighted	La Bible du Semeur® Texte copyright © 1992, 1999, 2015 Biblica, Inc.® Utilisé avec la permission de Biblica, Inc.® Tous droits réservés.
bibles.org	98ab666655da6ae4-01	copyrighted	Société biblique française – Bibli'0, 2019
bibles.org	a0eead58359eebd2-01	copyrighted	© 2000 Société biblique française - Bibli'O
bibles.org	41f25b97f468e10b-01	public_domain	Public domain
bibles.org	547356f0e641742a-02	copyrighted	“Parola del Signore - la Bibbia Interconfessionale in lingua corrente”, terza edizione © 1985, 2008, 2014 Editrice Elledici, and United Bible Societies.
bibles.org	547356f0e641742a-01	copyrighted	“Parola del Signore - la Bibbia Interconfessionale in lingua corrente”, terza edizione © 1985, 2008, 2014 Editrice Elledici, and United Bible Societies.
bibles.org	fbb8b0e1943b417c-01	open_license	Biblica® Słowo Życia, otwarty dostęp™ Copyright © 1991, 2005, 2016 by Biblica, Inc. Biblica® Open Polish Living New Testament™ Copyright © 1991, 2005, 2016 by Biblica, Inc. „Biblica” jest znakiem towarowym zarejestrowanym w Amerykańskim Urzędzie ds. Patentów i Znaków Towarowych przez Biblica, Inc. Wykorzystano za zgodą. “Biblica” is a trademark registered in the United States Patent and Trademark Office by Biblica, Inc. Used with permission.
bibles.org	2e3185bcb90f9381-01	open_license	Polish Living New Testament (Słowo Życia) Copyright © 1991, 2005, 2016 by Biblica, Inc.® Used by permission. All rights reserved worldwide.
bibles.org	1c9761e0230da6e0-01	open_license	Copyright © 2018 Fundacja Wrota Nadziei. Released under the Creative Commons Attribution No Derivatives License 4.0.
bibles.org	6b7f504f1b6050c1-01	copyrighted	Biblica® Open Nueva Biblia Viva™ Copyright © 2006, 2008 by Biblica, Inc.
bibles.org	0aaa4b88c30bcde2-01	copyrighted	Bible League International
bibles.org	e1592fe262f26754-01	copyrighted	Nueva Biblia Viva © 2006, 2008 por Biblica, Inc.® Usado con permiso de Biblica, Inc.® Reservados todos los derechos en todo el mundo.
bibles.org	abc55ec4a92a291d-01	copyrighted	Nueva Versión Internacional Simplificada © 2019 por Biblica, Inc.® Reservados todos los derechos en todo el mundo. Nueva Versión Internacional Simplificada Copyright © 2019 by Biblica, Inc.® All rights reserved worldwide.
bibles.org	01c25b8715dbb632-01	copyrighted	Santa Biblia, Nueva Versión Internacional® NVI® © 1999, 2015, 2022 por Biblica, Inc. Usado con permiso. Reservados todos los derechos en todo el mundo.
bibles.org	592420522e16049f-01	public_domain	Reina-Valera 1909 - Dominio público. Fue realizada por Sociedades Bíblicas Unidas y publicada por primera vez en 1909.
bibles.org	48acedcf8595c754-01	open_license	Copyright © 2020 Asociación Bíblica Latinoamericana. CC-BY
bibles.org	48acedcf8595c754-02	open_license	Copyright © 2020 Asociación Bíblica Latinoamericana. CC-BY
bibles.org	ff913c55498d2380-01	copyrighted	Texto bíblico Reina-Valera 1960® © Sociedades Bíblicas en América Latina, 1960. Derechos renovados 1988, Sociedades Bíblicas Unidas.
bibles.org	b32b9d1b64b4ef29-01	open_license	This Bible translation is in the PUBLIC DOMAIN (not copyrighted). CC0
bibles.org	482ddd53705278cc-01	open_license	Derechos de autor © 2022 Jonathan Gallagher. Publicado bajo licencia Creative Commons Attribution-ShareAlike 4.0 Unported. Versión 1.1 beta. Para correcciones enviar correo electrónico a jonathangallagherfbv@gmail.com Copyright © 2022 Jonathan Gallagher. Dr. Jonathan Gallagher. Released under Creative Commons Attribution-ShareAlike 4.0 Unported License. Version 1.1 beta. For corrections send email to jonathangallagherfbv@gmail.com
bibles.org	3a58bb7dafa55959-01	copyrighted	Traducción en lenguaje actual ® © Sociedades Bíblicas Unidas, 2002, 2004.
bibles.org	3a58bb7dafa55959-02	copyrighted	Traducción en lenguaje actual ® © Sociedades Bíblicas Unidas, 2002, 2004.
bibles.org	482ddd53705278cc-02	open_license	Derechos de autor © 2022 Jonathan Gallagher. Publicado bajo licencia Creative Commons Attribution-ShareAlike 4.0 Unported. Versión 1.1 beta. Para correcciones enviar correo electrónico a jonathangallagherfbv@gmail.com Copyright © 2022 Jonathan Gallagher. Dr. Jonathan Gallagher. Released under Creative Commons Attribution-ShareAlike 4.0 Unported License. Version 1.1 beta. For corrections send email to jonathangallagherfbv@gmail.com
bible.com	72	copyrighted	© 1999, 2000, 2002, 2003, 2009 by Holman Bible Publishers, Nashville, Tennessee. All rights reserved.
bible.com	477	public_domain	maintained by the British and Foreign Bible Society
bible.com	3447	copyrighted	© Wycliffe Bible Translators, Inc. All rights reserved. (Active)
bible.com	2664	copyrighted	Nueva Versión Internacional Simplificada © 2019 por Biblica, Inc.® Reservados todos los derechos en todo el mundo. Nueva Versión Internacional Simplificada Copyright © 2019 by Biblica, Inc.® All rights reserved worldwide.
bible.com	1359	copyrighted	Copyright © 2015 by Tommy Nelson™, a Division of Thomas Nelson, Inc. All rights reserved. Used by permission.
bible.com	1922	public_domain	historical text maintained by the British and Foreign Bible Society
bible.com	3547	public_domain	Publiés par Strangeways et Walden à Londres en 1864.
bible.com	3365	open_license	Copyright © 2020 Asociación Bíblica Latinoamericana. CC-BY
bible.com	8	copyrighted	1954, 1958, 1962, 1964, 1965, 1987 by The Lockman Foundation
bible.com	1077	open_license	The Jubilee Bible 2000 (JUB) by Ransom Press International
bible.com	3427	copyrighted	Copyright © 2022 Robert Adam Boyd
bible.com	54	public_domain	
bible.com	197	copyrighted	Bible League International
bible.com	12	public_domain	
bible.com	546	copyrighted	King James Version 1611, spelling, punctuation and text formatting modernized by ABS in 1962; typesetting © 2010 American Bible Society.
bible.com	314	copyrighted	Copyright © 2014 - Messianic Jewish Family Bible Society
bible.com	1196	copyrighted	“Parola del Signore - la Bibbia Interconfessionale in lingua corrente”, terza edizione  © 1985, 2008, 2014 Editrice Elledici, and United Bible Societies.
bible.com	1782	copyrighted	Copyright © 2015 by Editorial Mundo Hispano
bible.com	31	copyrighted	The Books of the Bible™ Copyright © 1973, 1978, 1984, 2011 by Biblica, Inc.® Used by permission. All rights reserved worldwide.
bible.com	547	copyrighted	King James Version 1611, spelling, punctuation and text formatting modernized by ABS in 1962; typesetting © 2010 American Bible Society.
bible.com	130	open_license	"THE ORTHODOX JEWISH BIBLE
FOURTH EDITION REVISED © Artists For Israel Intl Inc., 2002-2011, 2021, 2024."
bible.com	1197	copyrighted	“Parola del Signore - la Bibbia Interconfessionale in lingua corrente”, terza edizione  © 1985, 2008, 2014 Editrice Elledici, and United Bible Societies.
bible.com	146	copyrighted	Reina Valera Contemporánea™ © Sociedades Bíblicas Unidas, 2009, 2010.
bible.com	3034	public_domain	The Holy Bible, Berean Standard Bible, BSB is produced in cooperation with Bible Hub, Discovery Bible, OpenBible.com, and the Berean Bible Translation Committee. This text of God's Word has been dedicated to the public domain.
bible.com	90	open_license	2010 Logos Bible Software. Lexham is a registered trademark of Logos Bible Software
bible.com	1849	copyrighted	The Passion Translation® is a registered trademark of Passion & Fire Ministries, Inc. Copyright © 2020 Passion & Fire Ministries, Inc.
bible.com	3368	copyrighted	©2020, ADI-Media, Via della Formica 23, 00155 Roma, Italy
bible.com	147	public_domain	
bible.com	37	copyrighted	2011 Common English Bible. All rights reserved.
bible.com	3345	copyrighted	"Legacy Standard Bible - LSB Copyright © 2021 by The Lockman Foundation A Corporation Not for Profit, La Habra, California All Rights Reserved The ""Legacy Standard Bible"" and ""LSB"" are trademarks registered in the United States Patent and Trademark Office by The Lockman Foundation. Managed in Partnership with Three Sixteen Publishing, Inc. www.316Publishing.com Requests for quotations, reprints, or other permission requests, must be directed to and approved in writing by Three Sixteen Publishing, www.316publishing.com"
bible.com	316	copyrighted	Copyright© 1993 – 2015 by the Institute for Scripture Research (ISR). All rights reserved.
bible.com	122	copyrighted	2008 Società Biblica di Ginevra
bible.com	1718	public_domain	Reina-Valera 1909 - Dominio público. Fue realizada por Sociedades Bíblicas Unidas y publicada por primera vez en 1909.
bible.com	392	copyrighted	Contemporary English Version, Second Edition (CEV®) © 2006 American Bible Society. All rights reserved.
bible.com	2660	open_license	The Literal Standard Version of The Holy Bible is a registered copyright of Covenant Press and the Covenant Christian Coalition (© 2020), but has been subsequently released under the Creative Commons Attribution-ShareAlike license (CC BY-SA) per our desire to provide God’s word freely. Covenant Press requests that the text remain unaltered in the English language and that translations based on the LSV maintain the same spirit of faithfulness to the original Hebrew, Aramaic, and Greek text. Attribution of minor citations for personal or non-commercial use can be provided as simply “LSV” or “Literal Standard Version.” Citations for commercial use, or distribution of the entire LSV Bible or entire book(s) of the LSV Bible, must be fully attributed and include both “Literal Standard Version (LSV)” and the name of our organization. Covenant Press is soliciting partnerships with Bible publishers that are interested in the LSV project. For queries about partnering with us, please email the translation team at covenantpress@ccc.one. To learn more, visit lsvbible.com. The purpose behind the LSV is to provide readers with a modern, easy-to-read, literal, and accurate translation of the Bible that is free to read, distribute, and translate from. We pray that God will use the LSV to illuminate the hearts and minds of multitudes with the good news that His Son Jesus Christ came in the flesh, died for our sins as a substitutionary sacrifice, rose bodily from the dead, and is coming back again.
bible.com	2407	copyrighted	Wycliffe’s Bible with Modern Spelling ©2017 Wycliffe’s Apocrypha ©2013, 2015 Wycliffe’s Bible © 2012, 2015 Wycliffe’s New Testament ©2001, 2011 Wycliffe’s Old Testament ©2001, 2010 
bible.com	123	copyrighted	1994 Società Biblica di Ginevra
bible.com	149	copyrighted	Texto bíblico Reina-Valera 1960® © Sociedades Bíblicas en América Latina, 1960. Derechos renovados 1988, Sociedades Bíblicas Unidas.
bible.com	303	copyrighted	Contemporary English Version, Second Edition (CEV®) © 2006 American Bible Society. All rights reserved.
bible.com	1171	copyrighted	The Holy Bible, Modern English Version Copyright © 2024, 2017, 2014 by United Bible Association. Published and distributed by Charisma House. All rights reserved.
bible.com	1204	public_domain	"PUBLIC DOMAIN. ""World English Bible"" is trademark of eBible.org."
bible.com	141	copyrighted	
bible.com	150	copyrighted	Texto: Reina-Valera 95® © Sociedades Bíblica Unidas, 1995. Notas: Notas de Estudio Reina-Valera 95 © Sociedades Bíblicas Unidas, 1995. 
bible.com	294	copyrighted	© British and Foreign Bible Society 2012
bible.com	4540	public_domain	
bible.com	206	public_domain	PUBLIC DOMAIN (not copyrighted)
bible.com	3490	copyrighted	© 1975 - 2020 Towarzystwo Biblijne w Polsce (Warszawa), Bible Society in Poland (Warsaw)
bible.com	4013	copyrighted	"Proyecto Evanggelio: Traducción Contemporánea de la Biblia.
Copyright ©. 2022 por Yattenciy Bonilla.
Todos los derechos reservados.
https://proyectoevanggelio.org/"
bible.com	1275	public_domain	© 1998 by Messianic Jewish Publishers and Resources. Used by permission.
bible.com	3051	public_domain	
bible.com	1209	public_domain	PUBLIC DOMAIN
bible.com	319	copyrighted	Nowa Biblia Gdańska. Wydanie 2012, Śląskie Towarzystwo Biblijne. Prawa autorskie nie zastrzeżone.
bible.com	176	copyrighted	Traducción en lenguaje actual ® © Sociedades Bíblicas Unidas, 2002, 2004.
bible.com	1207	public_domain	"PUBLIC DOMAIN. ""World Messianic Bible"" is a trademark."
bible.com	42	public_domain	
bible.com	97	copyrighted	 THE MESSAGE: The Bible in Contemporary Language copyright © 1993, 2002, 2018 by Eugene H. Peterson. All rights reserved. Used by permission of NavPress. Represented by Tyndale House Publishers.
bible.com	3551	copyrighted	Copyright ©️ 2021, 2022, 2023 by Wydawnictwo NPD.
bible.com	178	copyrighted	Traducción en lenguaje actual ® © Sociedades Bíblicas Unidas, 2002, 2004.
bible.com	1713	copyrighted	© 2017 Holman Bible Publishers
bible.com	463	copyrighted	Confraternity of Christian Doctrine, Inc
bible.com	4108	copyrighted	Copyright 2024 Y'all Version Bible Society.
bible.com	132	public_domain	
bible.com	3291	open_license	Derechos de autor © 2022 Jonathan Gallagher. Publicado bajo licencia Creative Commons Attribution-ShareAlike 4.0 Unported.   Versión 1.1 beta.   Para correcciones enviar correo electrónico a jonathangallagherfbv@gmail.com Copyright © 2022 Jonathan Gallagher. Dr. Jonathan Gallagher. Released under Creative Commons Attribution-ShareAlike 4.0 Unported License. Version 1.1 beta. For corrections send email to jonathangallagherfbv@gmail.com
bible.com	4124	copyrighted	© 2024, Holman Bible Publishers
bible.com	100	copyrighted	NEW AMERICAN STANDARD BIBLE® Copyright © 1960, 1962, 1963, 1968, 1971, 1972, 1973, 1975, 1977, 1995 by THE LOCKMAN FOUNDATION A Corporation Not for Profit LA HABRA, CA All Rights Reserved http://www.lockman.org
bible.com	821	public_domain	maintained by the British and Foreign Bible Society
bible.com	137	open_license	"Polish Living New Testament (Słowo Życia)
Copyright © 1991, 2005, 2016 by Biblica, Inc.®
Used by permission. All rights reserved worldwide."
bible.com	478	public_domain	First published in 1890. This edition is maintained by the British and Foreign Bible Society.
bible.com	2692	copyrighted	NEW AMERICAN STANDARD BIBLE® NASB® Copyright © 1960, 1971, 1977,1995, 2020 by The Lockman Foundation A Corporation Not for Profit La Habra, CA All Rights Reserved www.lockman.org
bible.com	504	public_domain	Mise à disposition par mission-web.com
bible.com	2095	copyrighted	"Polish Bible © Ewangeliczny Instytut Biblijny, 2018
Wydanie cyfrowe przy współpracy z Platformą SzukajacBoga.pl. Dodatkowe informacje o SNP oraz wykaz skrótów użytych w przypisach znajdziesz klikając poniżej"
bible.com	55	public_domain	An historical text. In 1955 the Douay-Rheims Challoner Bible received the Imprimatur ✠ of the English Catholic Church from the Archbishop of Westminster.
bible.com	105	copyrighted	The Holy Bible, New Century Version, Copyright © 2005 Thomas Nelson. All rights reserved.
bible.com	21	copyrighted	La Bible du Semeur® Texte copyright © 1992, 1999, 2015 Biblica, Inc.® Utilisé avec la permission de Biblica, Inc.® Tous droits réservés.
bible.com	3881	copyrighted	"Polish Bible © Ewangeliczny Instytut Biblijny, 2018
 
Wydanie cyfrowe przy współpracy z Platformą SzukajacBoga.pl. Dodatkowe informacje o SNP oraz wykaz skrótów użytych w przypisach znajdziesz klikając poniżej"
bible.com	2079	copyrighted	MissionAssist 2018-2024
bible.com	107	open_license	1996 - 2007 by Biblical Studies Press, LLC
bible.com	4410	copyrighted	MissionAssist © 2021
bible.com	138	open_license	Copyright © 2018 Fundacja Wrota Nadziei. Released under the Creative Commons Attribution No Derivatives License 4.0.
bible.com	4224	copyrighted	Evangelical Heritage Version © The Wartburg Project, 2021
bible.com	110	copyrighted	Holy Bible, New International Reader’s Version®, NIrV® Copyright © 1995, 1996, 1998, 2014 by Biblica, Inc.® Used by permission. All rights reserved worldwide.
bible.com	3286	copyrighted	Société biblique française – Bibli'O, 2004
bible.com	1715	public_domain	Biblia del Oso 1973 Public Domain. Edición Digital © Sociedades Biblicas Unidas, 2000.
bible.com	406	copyrighted	© 1987, 2004 Bible League International
bible.com	111	copyrighted	The Holy Bible, New International Version® NIV® Copyright © 1973, 1978, 1984, 2011 by Biblica, Inc.® Used by Permission of Biblica, Inc.® All rights reserved worldwide.
bible.com	63	copyrighted	© Société biblique française - Bibli'O 1997
bible.com	222	copyrighted	La Biblia Hispanoamericana (BHTI) Traducción Interconfesional versión hispanoamericana Copyright © Sociedad Bíblica de España, 2011 Utilizada con permiso
bible.com	59	copyrighted	The Holy Bible, English Standard Version® (ESV®), copyright © 2001 by Crossway, a publishing ministry of Good News Publishers.
bible.com	113	copyrighted	The Holy Bible, New International Version® (Anglicised), NIV® Copyright © 1979, 1984, 2011 by Biblica, Inc.® Used by permission of Biblica, Inc.® All rights reserved worldwide.
bible.com	62	public_domain	
bible.com	28	copyrighted	La Palabra (BLPH) versión hispanoamericana Copyright © Sociedad Bíblica de España, 2010 Utilizada con permiso
bible.com	1932	open_license	Dr. Jonathan Gallagher. Released under Creative Commons Attribution-ShareAlike 4.0 Unported License. Version 4.3. For corrections send email to jonathangallagherfbv@gmail.com
bible.com	114	copyrighted	The Holy Bible, New King James Version, Copyright © 1982 Thomas Nelson. All rights reserved.
bible.com	64	public_domain	Texte libre de droits
bible.com	4278	copyrighted	Copyright: Dios habla hoy ®, Cuarta edición © Sociedades Bíblicas Unidas, 2023. Otras ediciones: 1966, 1970, 1979, 1983, 1994. Dios habla hoy ® es una marca registrada de Sociedades Bíblicas Unidas, y puede ser usada solamente bajo licencia.
bible.com	3633	copyrighted	Copyright ©2023 InterVarsity Press
bible.com	116	copyrighted	 Holy Bible, New Living Translation, copyright © 1996, 2004, 2015 by Tyndale House Foundation. All rights reserved. Used by permission of Tyndale House Publishers, Carol Stream, Illinois 60188. All rights reserved.
bible.com	93	public_domain	
bible.com	52	copyrighted	Texto © Sociedades Bíblicas Unidas, 1994.
bible.com	1588	copyrighted	Amplified® Bible Copyright © 2015 by  The Lockman Foundation, La Habra, CA 90631 All rights reserved. http://www.lockman.org
bible.com	416	copyrighted	Good News Bible. Scripture taken from the Good News Bible (r) (Today's English Version Second Edition, UK/British Edition). Copyright © 1992 British & Foreign Bible Society. Used by permission.
bible.com	4249	copyrighted	 Holy Bible, New Living Translation Catholic Edition, copyright © 2016 by Tyndale House Foundation. All rights reserved. Used by permission of Tyndale House Publishers, Carol Stream, Illinois 60188. All rights reserved.
bible.com	104	copyrighted	"Nouvelle Bible Segond © Société biblique française-Bibli'O, 2002
Première édition de la Bible d’étude : sous la direction de Henri Blocher, Jean-Claude Dubs†, Mario Echtler†, Jean-Claude Verrecchia,
coordination Didier Fougeras."
bible.com	411	copyrighted	Texto © Sociedades Bíblicas Unidas, 1994.
bible.com	431	copyrighted	Good News Bible with Deuterocanonicals/Apocrypha. Scripture taken from the Good News Bible (r) (Today's English Version Second Edition, UK/British Edition). Copyright © 1992 British & Foreign Bible Society. Used by permission.
bible.com	2135	open_license	"Text copyright © 2000-2018 TOV Rose
For more information about the NMV, details about why the names of God are notated and translated as they are, or to learn about the special markings and translations used in this text, click below.
Follow the instructions and you will receive the free e-book by email."
bible.com	3877	copyrighted	
bible.com	1845	copyrighted	Texto Bíblico: Dios habla hoy © Sociedades Bíblicas Unidas, 1966, 1970, 1979, 1983, 1994.
bible.com	296	copyrighted	"Good News Bible. Scripture taken from the Good News Bible
(r) (Today's English Version Second Edition, UK/British
Edition). Copyright © 1992 British & Foreign Bible Society.
Used by permission."
bible.com	2015	copyrighted	New Revised Standard Version of the Bible, copyright © 1989 Division of Christian Education of the National Council of the Churches of Christ in the USA. Used by permission. All rights reserved.
bible.com	106	copyrighted	1979 Société Biblique de Genève, Reproduit avec aimable autorisation. Tous droits réservés.
bible.com	1846	copyrighted	Bible text: LA BIBLIA DIOS HABLA HOY, Tercera edición © Sociedades Bíblicas Unidas 1966, 1970, 1979, 1983, 1994, 1996 Todos los derechos reservados. www.unitedbiblesocieties.org/
bible.com	1	public_domain	Rights in the Authorized (King James) Version in the United Kingdom are vested in the Crown. Published by permission of the Crown’s patentee, Cambridge University Press.
bible.com	3523	copyrighted	New Revised Standard Version Updated Edition, copyright © 2021 National Council of the Churches of Christ in the United States of America. Used by permission. All rights reserved worldwide.
bible.com	2367	copyrighted	Société biblique française – Bibli'0, 2019
bible.com	1076	copyrighted	Biblia del Jubileo 2000 (JUS) por Ransom Press International, Inc.
bible.com	68	copyrighted	Good News Translation® (Today’s English Version, Second Edition) © 1992 American Bible Society. All rights reserved. Bible text from the Good News Translation (GNT) is not to be reproduced in copies or otherwise by any means except as permitted in writing by American Bible Society, 101 North Independence Mall East, Floor 8, Philadelphia, PA 19106-2155 (www.americanbible.org). LICENSEE shall reproduce the following trademark and trademark notice on the copyright page of each copy of the Licensed Products: ®
bible.com	3915	copyrighted	English Interlinear of the Orthodox Yiddish Brit Chadasha © AFII Artists For Israel International, 2024
bible.com	2053	copyrighted	 Nouvelle version Segond révisée (Bible à la colombe) © Société biblique française – Bibli’O, 1978 
bible.com	89	copyrighted	1986, 1995, 1997 by The Lockman Foundation
bible.com	4253	copyrighted	"Copyright © 2007, 2009, 2010, 2011 York Publishing Company
All rights reserved.
All Scripture may be freely quoted except for brief excerpts for review purposes, no part of this publication may be reproduced or used in any form or by any means—electronic or mechanical, including photocopying, recording or information storage and retrieval systems, or use of hermeneutical conclusions of copyright owner."
